Suburb,Type,Price,Result,Seller,Date,Bedroom,Bathroom,Car,Landsize,YearBuilt,CouncilArea,Latitude,Longtitude,RegionName
Forest Hill,House,680000,Sold Prior,Fletchers,27/05/2017,2,1,1,189,2001,Whitehorse City Council,-37.83283,145.17533,EASTERN METROPOLITAN
Forest Hill,House,800000,Passed In,Noel,24/06/2017,3,1,2,617,1960,Whitehorse City Council,-37.8318,145.17368,EASTERN METROPOLITAN
Forest Hill,House,1372000,Sold,Ray,1/07/2017,4,1,2,866,1970,Whitehorse City Council,-37.83816,145.17783,EASTERN METROPOLITAN
Forest Hill,House,945000,Sold,Ray,15/07/2017,4,2,2,294,2010,Whitehorse City Council,-37.85156,145.16923,EASTERN METROPOLITAN
Forest Hill,House,1020000,Sold,Ray,15/07/2017,2,1,1,581,1970,Whitehorse City Council,-37.84207,145.17795,EASTERN METROPOLITAN
Forest Hill,House,1011000,Sold,McGrath,22/07/2017,3,1,1,590,1960,Whitehorse City Council,-37.84308,145.168,EASTERN METROPOLITAN
Forest Hill,House,360000,Sold Prior,Ray,12/08/2017,1,1,1,76,1970,Whitehorse City Council,-37.83221,145.17117,EASTERN METROPOLITAN
Forest Hill,House,1078000,Sold Prior,Buxton,26/08/2017,4,1,1,611,1960,Whitehorse City Council,-37.83945,145.16684,EASTERN METROPOLITAN
Forest Hill,House,1197000,Sold,Ray,26/08/2017,3,2,2,651,1960,Whitehorse City Council,-37.83455,145.16174,EASTERN METROPOLITAN
Forest Hill,House,1065000,Sold,hockingstuart,26/08/2017,6,1,1,704,1950,Whitehorse City Council,-37.83161,145.17555,EASTERN METROPOLITAN
Forest Hill,Unit,730000,Sold Prior,Noel,3/09/2017,2,1,1,296,1998,Whitehorse City Council,-37.83633,145.16873,EASTERN METROPOLITAN
Forest Hill,House,1350000,Passed In,Noel,23/09/2017,4,2,2,653,1970,Whitehorse City Council,-37.84362,145.16976,EASTERN METROPOLITAN
Forest Hill,House,950000,Passed In,Noel,23/09/2017,4,1,1,607,1960,Whitehorse City Council,-37.84137,145.17912,EASTERN METROPOLITAN
Forest Hill,House,1190000,Sold,Harcourts,14/10/2017,4,2,2,851,1960,Whitehorse City Council,-37.83645,145.1603,EASTERN METROPOLITAN
Forest Hill,House,1088000,Sold Prior,Buxton,14/10/2017,4,2,2,586,1970,Whitehorse City Council,-37.84006,145.16568,EASTERN METROPOLITAN
Forest Hill,House,1159000,Sold,Barry Plant,21/10/2017,3,1,2,638,1960,Whitehorse City Council,-37.8328,145.17944,EASTERN METROPOLITAN
Forest Hill,House,1134000,Sold,Noel,21/10/2017,3,1,1,601,1970,Whitehorse City Council,-37.84121,145.16068,EASTERN METROPOLITAN
Forest Hill,House,1120000,Sold Prior,Jellis,11/11/2017,4,2,0,690,1970,Whitehorse City Council,-37.8451,145.1805,EASTERN METROPOLITAN
Forest Hill,House,1200000,Sold Prior,Fletchers,9/12/2017,3,2,1,608,1960,Whitehorse City Council,-37.83647,145.16176,EASTERN METROPOLITAN
Forest Hill,House,1120000,Sold Prior,Harcourts,3/02/2018,4,2,2,497,1970,Whitehorse City Council,-37.83742,145.17068,EASTERN METROPOLITAN
Frankston,House,700000,Sold,O'Brien,3/06/2017,3,1,2,593,1960,Frankston City Council,-38.15517,145.12705,SOUTH-EASTERN METROPOLITAN
Frankston,House,565000,Sold,O'Brien,8/07/2017,3,1,2,713,1980,Frankston City Council,-38.16483,145.16383,SOUTH-EASTERN METROPOLITAN
Frankston,House,755000,Sold,Ray,15/07/2017,4,1,1,622,1960,Frankston City Council,-38.16146,145.12997,SOUTH-EASTERN METROPOLITAN
Frankston,House,680000,Passed In,hockingstuart,29/07/2017,4,2,3,767,1980,Frankston City Council,-38.16147,145.14285,SOUTH-EASTERN METROPOLITAN
Frankston,House,550000,Passed In,Eview,19/08/2017,3,2,1,539,1971,Frankston City Council,-38.14406,145.16352,SOUTH-EASTERN METROPOLITAN
Frankston,House,695000,Sold,Ray,3/09/2017,4,1,3,713,1950,Frankston City Council,-38.15675,145.12707,SOUTH-EASTERN METROPOLITAN
Frankston,House,1010000,Sold,Ray,9/09/2017,3,2,2,306,1970,Frankston City Council,-38.1386,145.12142,SOUTH-EASTERN METROPOLITAN
Frankston,House,740000,Sold,hockingstuart,21/10/2017,4,2,2,632,1950,Frankston City Council,-38.13484,145.13413,SOUTH-EASTERN METROPOLITAN
Frankston,House,600000,Passed In,Barry Plant,28/10/2017,4,1,1,650,1980,Frankston City Council,-38.16756,145.15559,SOUTH-EASTERN METROPOLITAN
Frankston,House,800000,Sold Prior,Eview,28/10/2017,3,1,2,904,1960,Frankston City Council,-38.15933,145.14677,SOUTH-EASTERN METROPOLITAN
Frankston,House,670000,Sold,Ray,28/10/2017,4,2,2,692,1977,Frankston City Council,-38.17436,145.1565,SOUTH-EASTERN METROPOLITAN
Frankston,House,625000,Sold,Ray,28/10/2017,3,1,1,538,1980,Frankston City Council,-38.14599,145.15602,SOUTH-EASTERN METROPOLITAN
Frankston,House,642000,Sold,O'Brien,9/12/2017,3,2,2,643,1967,Frankston City Council,-38.14336,145.15655,SOUTH-EASTERN METROPOLITAN
Frankston,House,599000,Sold,O'Brien,9/12/2017,3,1,4,568,1970,Frankston City Council,-38.14799,145.15432,SOUTH-EASTERN METROPOLITAN
Frankston,House,585000,Passed In,O'Brien,9/12/2017,4,2,2,648,1966,Frankston City Council,-38.14301,145.14912,SOUTH-EASTERN METROPOLITAN
Frankston,House,840000,Sold Prior,hockingstuart,6/01/2018,5,3,2,925,1960,Frankston City Council,-38.14774,145.14612,SOUTH-EASTERN METROPOLITAN
Frankston,House,560000,Sold,O'Brien,6/01/2018,4,1,4,544,1972,Frankston City Council,-38.14786,145.15436,SOUTH-EASTERN METROPOLITAN
Frankston,House,636000,Sold,Barry Plant,6/01/2018,3,1,1,651,1990,Frankston City Council,-38.16446,145.15503,SOUTH-EASTERN METROPOLITAN
Frankston,House,672500,Sold,Ray,6/01/2018,3,2,3,656,1986,Frankston City Council,-38.16625,145.15266,SOUTH-EASTERN METROPOLITAN
Frankston,House,574000,Sold,O'Brien,6/01/2018,2,1,4,586,1970,Frankston City Council,-38.13262,145.13457,SOUTH-EASTERN METROPOLITAN
Frankston,House,1150000,Passed In,hockingstuart,6/01/2018,4,3,3,632,1950,Frankston City Council,-38.15529,145.11953,SOUTH-EASTERN METROPOLITAN
Frankston,House,625000,Sold After Auction,O'Brien,27/01/2018,3,1,1,616,1970,Frankston City Council,-38.14541,145.14711,SOUTH-EASTERN METROPOLITAN
Frankston,House,561000,Sold,O'Brien,3/02/2018,3,1,2,608,1970,Frankston City Council,-38.14693,145.16493,SOUTH-EASTERN METROPOLITAN
Frankston,House,823000,Sold,O'Brien,17/02/2018,4,2,2,819,1970,Frankston City Council,-38.13936,145.16227,SOUTH-EASTERN METROPOLITAN
Frankston,House,600000,Passed In,hockingstuart,24/02/2018,2,1,7,383,2008,Frankston City Council,-38.14529,145.12912,SOUTH-EASTERN METROPOLITAN
Frankston,House,686000,Sold,Barry Plant,17/03/2018,3,2,2,692,1920,Frankston City Council,-38.14291,145.1355,SOUTH-EASTERN METROPOLITAN
Frankston North,House,452000,Sold Prior,Ray,3/06/2017,3,1,0,624,1962,Frankston City Council,-38.1187,145.14973,EASTERN VICTORIA
Frankston North,House,611000,Sold,Ray,1/07/2017,3,2,1,691,1960,Frankston City Council,-38.11948,145.14928,EASTERN VICTORIA
Frankston North,House,570000,Sold Prior,C21,29/07/2017,3,1,4,632,1960,Frankston City Council,-38.11984,145.16209,EASTERN VICTORIA
Frankston North,House,493000,Sold,Barry Plant,26/08/2017,3,1,1,657,1975,Frankston City Council,-38.12023,145.15188,EASTERN VICTORIA
Frankston North,House,595000,Sold After Auction,hockingstuart,18/11/2017,4,2,2,599,1960,Frankston City Council,-38.125,145.1423,EASTERN VICTORIA
Frankston North,House,485000,Passed In,hockingstuart,25/11/2017,3,1,3,590,1978,Frankston City Council,-38.1233,145.1434,EASTERN VICTORIA
Frankston North,House,500000,Sold Prior,Purplebricks,9/12/2017,3,1,2,586,1960,Frankston City Council,-38.12356,145.16011,EASTERN VICTORIA
Frankston South,House,755000,Sold,hockingstuart,1/07/2017,3,1,2,786,1960,Frankston City Council,-38.16492,145.12656,SOUTH-EASTERN METROPOLITAN
Frankston South,House,850000,Passed In,hockingstuart,12/08/2017,3,1,1,884,1968,Frankston City Council,-38.1632,145.10766,SOUTH-EASTERN METROPOLITAN
Frankston South,House,1155000,Sold,hockingstuart,26/08/2017,3,2,2,2405,1980,Frankston City Council,-38.16457,145.12421,SOUTH-EASTERN METROPOLITAN
Frankston South,House,980000,Sold,hockingstuart,26/08/2017,4,2,2,937,1960,Frankston City Council,-38.15845,145.11141,SOUTH-EASTERN METROPOLITAN
Frankston South,House,1155000,Sold,hockingstuart,3/09/2017,3,2,2,2405,1980,Frankston City Council,-38.16457,145.12421,SOUTH-EASTERN METROPOLITAN
Frankston South,House,1905000,Sold,Eview,3/09/2017,4,2,2,1471,1960,Frankston City Council,-38.15984,145.10884,SOUTH-EASTERN METROPOLITAN
Frankston South,House,830000,Sold Prior,Ray,9/09/2017,4,1,4,600,1985,Frankston City Council,-38.16475,145.1345,SOUTH-EASTERN METROPOLITAN
Frankston South,House,760000,Sold,Eview,16/09/2017,4,2,2,536,1965,Frankston City Council,-38.16363,145.11545,SOUTH-EASTERN METROPOLITAN
Frankston South,House,563000,Sold,O'Brien,7/10/2017,3,1,1,644,1970,Frankston City Council,-38.17433,145.13866,SOUTH-EASTERN METROPOLITAN
Frankston South,House,1200000,Sold,Ray,6/01/2018,3,2,2,604,2013,Frankston City Council,-38.16164,145.10777,SOUTH-EASTERN METROPOLITAN
Frankston South,House,730000,Sold,Purplebricks,17/02/2018,3,1,3,701,1960,Frankston City Council,-38.15929,145.11266,SOUTH-EASTERN METROPOLITAN
Frankston South,House,920000,Sold After Auction,Barry Plant,17/03/2018,4,2,2,2878,1980,Frankston City Council,-38.19043,145.13817,SOUTH-EASTERN METROPOLITAN
Gardenvale,House,2200000,Sold,hockingstuart,28/08/2016,4,3,3,474,2010,Glen Eira City Council,-37.8988,145.0098,SOUTHERN METROPOLITAN
Gardenvale,House,1250000,Passed In,Nick,11/02/2017,3,2,2,236,2004,Glen Eira City Council,-37.8982,145.0121,SOUTHERN METROPOLITAN
Gardenvale,House,1850000,Passed In,Marshall,21/10/2017,4,2,2,696,1920,Glen Eira City Council,-37.89806,145.00816,SOUTHERN METROPOLITAN
Gardenvale,House,883000,Sold,McGrath,24/02/2018,4,2,2,558,1925,Glen Eira City Council,-37.89871,145.01019,SOUTHERN METROPOLITAN
Gisborne,House,540000,Sold After Auction,McDonald,17/06/2017,3,1,2,665,1930,Macedon Ranges Shire Council,-37.48701,144.58567,NORTHERN VICTORIA
Gisborne,House,521000,Sold Prior,Raine,1/07/2017,4,2,2,978,1980,Macedon Ranges Shire Council,-37.49642,144.60119,NORTHERN VICTORIA
Gisborne,House,426000,Sold,Raine,15/07/2017,3,1,1,412,1950,Macedon Ranges Shire Council,-37.49175,144.59565,NORTHERN VICTORIA
Gisborne,House,775000,Sold,Raine,12/08/2017,3,2,4,1290,1988,Macedon Ranges Shire Council,-37.48381,144.60052,NORTHERN VICTORIA
Gisborne,House,780000,Sold,Raine,9/09/2017,4,3,2,20200,1985,Macedon Ranges Shire Council,-37.49674,144.62618,NORTHERN VICTORIA
Gisborne,House,515000,Sold Prior,Raine,7/10/2017,3,2,1,900,1970,Macedon Ranges Shire Council,-37.49317,144.59245,NORTHERN VICTORIA
Gisborne,House,820000,Sold,Raine,14/10/2017,3,2,2,21600,1960,Macedon Ranges Shire Council,-37.4983,144.60554,NORTHERN VICTORIA
Gisborne,House,940000,Sold Prior,RT,3/03/2018,4,3,2,1011,2017,Macedon Ranges Shire Council,-37.49024,144.58636,NORTHERN VICTORIA
Gisborne South,House,1350000,Sold After Auction,RT,25/11/2017,4,2,8,40469,1990,Macedon Ranges Shire Council,-37.543,144.5969,NORTHERN VICTORIA
Gladstone Park,House,635000,Sold,YPA,27/05/2017,4,2,2,634,1980,Hume City Council,-37.68368,144.88976,WESTERN METROPOLITAN
Gladstone Park,House,691000,Sold,Barry Plant,17/06/2017,5,2,3,551,1975,Hume City Council,-37.68329,144.89302,WESTERN METROPOLITAN
Gladstone Park,House,749000,Sold Prior,Barry Plant,8/07/2017,4,2,2,561,1970,Hume City Council,-37.68269,144.88601,WESTERN METROPOLITAN
Gladstone Park,House,629000,Sold Prior,Barry Plant,12/08/2017,3,1,2,552,1980,Hume City Council,-37.68641,144.89826,WESTERN METROPOLITAN
Gladstone Park,House,452500,Sold,Barry Plant,12/08/2017,3,1,0,259,1970,Hume City Council,-37.6974,144.8916,WESTERN METROPOLITAN
Gladstone Park,House,742000,Sold,Barry Plant,26/08/2017,3,2,2,375,1975,Hume City Council,-37.68415,144.8999,WESTERN METROPOLITAN
Gladstone Park,House,670000,Sold,Barry Plant,3/09/2017,4,2,2,729,1980,Hume City Council,-37.6927,144.89395,WESTERN METROPOLITAN
Gladstone Park,House,670000,Passed In,Barry Plant,3/09/2017,4,2,3,213,1970,Hume City Council,-37.68247,144.88446,WESTERN METROPOLITAN
Gladstone Park,House,588000,Sold,Stockdale,14/10/2017,3,1,1,571,1870,Hume City Council,-37.68651,144.89339,WESTERN METROPOLITAN
Gladstone Park,House,610000,Passed In,Brad,14/10/2017,3,1,1,606,1980,Hume City Council,-37.6995,144.89012,WESTERN METROPOLITAN
Gladstone Park,House,538000,Sold Prior,Eview,21/10/2017,3,1,2,564,1960,Hume City Council,-37.68459,144.88999,WESTERN METROPOLITAN
Gladstone Park,House,760000,Sold,Barry Plant,28/10/2017,4,3,2,578,1980,Hume City Council,-37.685,144.8934,WESTERN METROPOLITAN
Gladstone Park,House,665000,Sold,Barry Plant,28/10/2017,3,1,2,550,1960,Hume City Council,-37.685,144.88906,WESTERN METROPOLITAN
Gladstone Park,House,650000,Sold Prior,Barry Plant,18/11/2017,3,1,4,549,1980,Hume City Council,-37.6916,144.8982,WESTERN METROPOLITAN
Gladstone Park,House,721500,Sold,Barry Plant,9/12/2017,3,1,1,632,1975,Hume City Council,-37.69285,144.89601,WESTERN METROPOLITAN
Gladstone Park,House,620000,Sold,Barry Plant,6/01/2018,3,2,3,530,1980,Hume City Council,-37.69822,144.89216,WESTERN METROPOLITAN
Gladstone Park,House,730000,Sold Prior,Barry Plant,6/01/2018,3,3,2,343,1985,Hume City Council,-37.68959,144.88768,WESTERN METROPOLITAN
Gladstone Park,House,630000,Sold Prior,Barry Plant,24/02/2018,3,2,2,542,1984,Hume City Council,-37.70147,144.89095,WESTERN METROPOLITAN
Gladstone Park,House,619500,Sold Prior,Raine,10/03/2018,3,2,2,552,1970,Hume City Council,-37.69758,144.88911,WESTERN METROPOLITAN
Gladstone Park,House,700000,Sold,Ray,17/03/2018,3,2,1,591,1970,Hume City Council,-37.68479,144.89602,WESTERN METROPOLITAN
Glen Huntly,Unit,640000,Sold,Gary,26/07/2016,2,1,1,1784,1970,Glen Eira City Council,-37.8966,145.0453,SOUTHERN METROPOLITAN
Glen Huntly,House,2575000,Sold,Gary,22/08/2016,5,3,2,688,1910,Glen Eira City Council,-37.8921,145.0381,SOUTHERN METROPOLITAN
Glen Huntly,House,1330000,Sold,Woodards,10/09/2016,3,2,1,295,1930,Glen Eira City Council,-37.8904,145.0387,SOUTHERN METROPOLITAN
Glen Huntly,Unit,695000,Sold,hockingstuart,10/09/2016,2,1,1,1035,1963,Glen Eira City Council,-37.8925,145.0456,SOUTHERN METROPOLITAN
Glen Huntly,House,1160000,Sold,Gary,8/10/2016,3,1,2,553,1930,Glen Eira City Council,-37.8878,145.0456,SOUTHERN METROPOLITAN
Glen Huntly,Unit,260000,Sold Prior,Woodards,13/05/2017,1,1,1,1162,1965,Glen Eira City Council,-37.8911,145.0451,SOUTHERN METROPOLITAN
Glen Huntly,House,1900000,Passed In,hockingstuart,17/03/2018,4,2,2,617,1950,Glen Eira City Council,-37.89042,145.04058,SOUTHERN METROPOLITAN
Glen Iris,House,1600000,Passed In,Fletchers,7/05/2016,3,2,1,704,1940,Boroondara City Council,-37.852,145.0942,SOUTHERN METROPOLITAN
Glen Iris,House,2115000,Sold,Jellis,7/05/2016,4,2,2,745,1920,Boroondara City Council,-37.8501,145.059,SOUTHERN METROPOLITAN
Glen Iris,House,1700000,Sold,Jellis,7/05/2016,3,2,2,625,1951,Boroondara City Council,-37.8602,145.0925,SOUTHERN METROPOLITAN
Glen Iris,Townhouse,345000,Passed In,Jellis,14/05/2016,1,1,1,745,1970,Boroondara City Council,-37.8505,145.0459,SOUTHERN METROPOLITAN
Glen Iris,House,2000000,Passed In,Marshall,14/05/2016,5,3,1,696,1920,Boroondara City Council,-37.8563,145.0709,SOUTHERN METROPOLITAN
Glen Iris,House,1625000,Sold,Jellis,14/05/2016,4,2,4,1005,1980,Boroondara City Council,-37.8528,145.0487,SOUTHERN METROPOLITAN
Glen Iris,House,3365000,Sold,RT,28/05/2016,5,2,2,1339,1925,Boroondara City Council,-37.8649,145.0547,SOUTHERN METROPOLITAN
Glen Iris,House,1530000,Sold,Jellis,4/06/2016,3,1,1,753,1940,Boroondara City Council,-37.8543,145.0889,SOUTHERN METROPOLITAN
Glen Iris,House,1900000,Passed In,Jellis,4/06/2016,4,4,2,708,1985,Boroondara City Council,-37.8646,145.0673,SOUTHERN METROPOLITAN
Glen Iris,House,1360000,Passed In,Fletchers,4/06/2016,3,2,1,704,1940,Boroondara City Council,-37.852,145.0942,SOUTHERN METROPOLITAN
Glen Iris,House,2175000,Sold,Fletchers,4/06/2016,5,3,4,619,2003,Boroondara City Council,-37.8554,145.0611,SOUTHERN METROPOLITAN
Glen Iris,House,2325000,Passed In,Marshall,4/06/2016,4,3,2,638,1930,Boroondara City Council,-37.8523,145.0726,SOUTHERN METROPOLITAN
Glen Iris,House,1600000,Passed In,Noel,18/06/2016,2,2,2,718,1950,Boroondara City Council,-37.858,145.0696,SOUTHERN METROPOLITAN
Glen Iris,House,1880000,Sold,RT,18/06/2016,3,2,2,668,1920,Boroondara City Council,-37.8489,145.0711,SOUTHERN METROPOLITAN
Glen Iris,House,1665000,Sold,hockingstuart,27/06/2016,3,1,2,685,1941,Boroondara City Council,-37.8538,145.0842,SOUTHERN METROPOLITAN
Glen Iris,House,1420000,Sold,Buxton,27/06/2016,3,1,2,615,1940,Boroondara City Council,-37.8578,145.0919,SOUTHERN METROPOLITAN
Glen Iris,Unit,382000,Sold Prior,hockingstuart,16/07/2016,2,1,1,1069,1960,Boroondara City Council,-37.8547,145.0457,SOUTHERN METROPOLITAN
Glen Iris,House,1280000,Sold,Noel,16/07/2016,2,1,1,412,1950,Boroondara City Council,-37.8541,145.051,SOUTHERN METROPOLITAN
Glen Iris,House,2800000,Sold,Greg,26/07/2016,3,1,2,762,1930,Boroondara City Council,-37.8575,145.0554,SOUTHERN METROPOLITAN
Glen Iris,House,2400000,Passed In,Jellis,30/07/2016,5,3,2,709,1930,Boroondara City Council,-37.8529,145.0806,SOUTHERN METROPOLITAN
Glen Iris,House,2538000,Sold,Marshall,6/08/2016,4,2,3,630,2000,Boroondara City Council,-37.856,145.0691,SOUTHERN METROPOLITAN
Glen Iris,House,2300000,Passed In,Jellis,6/08/2016,4,3,4,1258,1941,Boroondara City Council,-37.8552,145.082,SOUTHERN METROPOLITAN
Glen Iris,House,1931000,Sold,Jellis,28/08/2016,3,2,2,648,1975,Boroondara City Council,-37.8547,145.0771,SOUTHERN METROPOLITAN
Glen Iris,House,1250000,Sold,Marshall,28/08/2016,2,1,2,438,1910,Boroondara City Council,-37.8511,145.0428,SOUTHERN METROPOLITAN
Glen Iris,House,1735000,Sold,hockingstuart,3/09/2016,3,2,3,680,1935,Boroondara City Council,-37.854,145.0832,SOUTHERN METROPOLITAN
Glen Iris,House,3400000,Passed In,Kay,3/09/2016,4,3,2,856,1920,Boroondara City Council,-37.8628,145.0436,SOUTHERN METROPOLITAN
Glen Iris,House,2250000,Passed In,Gary,10/09/2016,5,3,2,650,1940,Boroondara City Council,-37.8534,145.0785,SOUTHERN METROPOLITAN
Glen Iris,House,2020000,Passed In,Marshall,10/09/2016,4,2,2,630,2009,Boroondara City Council,-37.8667,145.0752,SOUTHERN METROPOLITAN
Glen Iris,House,2825000,Passed In,Jellis,17/09/2016,5,4,4,802,2013,Boroondara City Council,-37.8627,145.0719,SOUTHERN METROPOLITAN
Glen Iris,House,2825000,Sold,Jellis,17/09/2016,4,2,4,885,1910,Boroondara City Council,-37.8577,145.0421,SOUTHERN METROPOLITAN
Glen Iris,House,1825000,Sold,RT,17/09/2016,3,3,2,366,1999,Boroondara City Council,-37.8503,145.0586,SOUTHERN METROPOLITAN
Glen Iris,House,3010000,Sold,Kay,24/09/2016,3,3,2,677,1910,Boroondara City Council,-37.8476,145.0554,SOUTHERN METROPOLITAN
Glen Iris,Townhouse,585000,Sold,Jellis,15/10/2016,2,1,1,84,1960,Boroondara City Council,-37.8517,145.0796,SOUTHERN METROPOLITAN
Glen Iris,House,1960000,Passed In,Gary,15/10/2016,5,3,2,650,1940,Boroondara City Council,-37.8534,145.0785,SOUTHERN METROPOLITAN
Glen Iris,House,1700000,Passed In,Fletchers,15/10/2016,4,3,1,650,1946,Boroondara City Council,-37.8581,145.078,SOUTHERN METROPOLITAN
Glen Iris,Townhouse,1220000,Sold,Jellis,15/10/2016,3,2,2,278,1999,Boroondara City Council,-37.8574,145.0496,SOUTHERN METROPOLITAN
Glen Iris,House,1375000,Sold,Marshall,15/10/2016,3,2,2,328,1990,Boroondara City Council,-37.8529,145.0605,SOUTHERN METROPOLITAN
Glen Iris,House,920000,Sold,Fletchers,15/10/2016,2,1,2,334,1930,Boroondara City Council,-37.8577,145.0576,SOUTHERN METROPOLITAN
Glen Iris,House,2077000,Sold,RT,7/11/2016,4,2,3,553,1910,Boroondara City Council,-37.8589,145.0413,SOUTHERN METROPOLITAN
Glen Iris,House,2850000,Sold,Jellis,7/11/2016,4,3,2,1184,1935,Boroondara City Council,-37.8526,145.0848,SOUTHERN METROPOLITAN
Glen Iris,House,1820000,Sold,Jellis,12/11/2016,3,1,3,650,1930,Boroondara City Council,-37.8571,145.0766,SOUTHERN METROPOLITAN
Glen Iris,Unit,291000,Passed In,hockingstuart,12/11/2016,1,1,1,1097,1982,Boroondara City Council,-37.8576,145.0452,SOUTHERN METROPOLITAN
Glen Iris,House,2376000,Sold,Jellis,12/11/2016,4,2,2,652,1925,Boroondara City Council,-37.8479,145.0557,SOUTHERN METROPOLITAN
Glen Iris,House,1020000,Sold Prior,Jellis,12/11/2016,2,1,0,251,1910,Boroondara City Council,-37.8627,145.0402,SOUTHERN METROPOLITAN
Glen Iris,House,1456000,Sold Prior,Jellis,12/11/2016,3,1,2,504,1920,Boroondara City Council,-37.8541,145.0544,SOUTHERN METROPOLITAN
Glen Iris,House,2352500,Passed In,Marshall,19/11/2016,5,3,2,642,1930,Boroondara City Council,-37.859,145.0656,SOUTHERN METROPOLITAN
Glen Iris,House,3860000,Sold,Marshall,19/11/2016,5,4,2,830,2009,Boroondara City Council,-37.8563,145.072,SOUTHERN METROPOLITAN
Glen Iris,House,2625000,Passed In,Marshall,19/11/2016,4,3,2,840,1930,Boroondara City Council,-37.8538,145.0641,SOUTHERN METROPOLITAN
Glen Iris,Unit,420000,Passed In,Jellis,27/11/2016,1,1,1,805,2011,Boroondara City Council,-37.8592,145.0484,SOUTHERN METROPOLITAN
Glen Iris,House,2100000,Sold,Jellis,27/11/2016,5,3,2,696,1989,Boroondara City Council,-37.8478,145.0566,SOUTHERN METROPOLITAN
Glen Iris,House,2410000,Passed In,Marshall,27/11/2016,5,2,2,654,2015,Boroondara City Council,-37.8515,145.0922,SOUTHERN METROPOLITAN
Glen Iris,House,2100000,Passed In,Marshall,27/11/2016,4,2,2,645,1930,Boroondara City Council,-37.8516,145.061,SOUTHERN METROPOLITAN
Glen Iris,House,2950000,Sold,Kay,27/11/2016,4,2,2,1485,1966,Boroondara City Council,-37.8509,145.0856,SOUTHERN METROPOLITAN
Glen Iris,House,1800000,Passed In,Marshall,3/12/2016,4,2,2,868,1930,Boroondara City Council,-37.8522,145.0893,SOUTHERN METROPOLITAN
Glen Iris,House,2010000,Sold,Marshall,10/12/2016,4,2,2,659,1930,Boroondara City Council,-37.8509,145.0916,SOUTHERN METROPOLITAN
Glen Iris,Unit,452000,Sold,RT,10/12/2016,1,1,1,63,1980,Boroondara City Council,-37.8552,145.05,SOUTHERN METROPOLITAN
Glen Iris,House,1950000,Sold Prior,Marshall,25/02/2017,4,2,2,775,1960,Boroondara City Council,-37.8561,145.0934,SOUTHERN METROPOLITAN
Glen Iris,House,2200000,Sold,Marshall,25/02/2017,3,1,2,700,1930,Boroondara City Council,-37.8553,145.0711,SOUTHERN METROPOLITAN
